FFT Length,524288
Record Length,262144
FFT Sample Rate,+2.000000E+09,
Delta Frequency,+3.814697E+03,
Start Frequency,+0.000000E+00,
Stop Frequency,+1.000000E+09,
Vertical Units,F1:,Real part,Vrms,Imaginary part,Vrms,Magnitude,dBV,
Model,SDS2204X Plus
Serial Number,SDS2PEEQ6R2981
Software Version,5.4.1.5.2R1
SourceF1:
Frequency,Real part,Imaginary part,Magnitude,Angle
+1.091003E+06,+1.147311E-05,+1.604443E-07,-9.880553E+01,+1.398347E-02
+1.094818E+06,+1.097641E-05,-1.317821E-06,-9.912865E+01,-1.194875E-01
+1.098633E+06,+1.070816E-05,+4.766703E-07,-9.939710E+01,+4.448531E-02
+1.102448E+06,+9.968516E-06,-1.961972E-06,-9.986234E+01,-1.943330E-01
+1.106262E+06,+1.006139E-05,+4.740267E-07,-9.993721E+01,+4.707863E-02
+1.110077E+06,+9.609076E-06,-1.587681E-06,-1.002294E+02,-1.637478E-01
+1.113892E+06,+9.163924E-06,+2.638458E-06,-1.004125E+02,+2.803358E-01
+1.117706E+06,+1.028598E-05,-1.456159E-06,-9.966891E+01,-1.406328E-01
+1.121521E+06,+1.080027E-05,+7.846768E-07,-9.930844E+01,+7.252601E-02
+1.125336E+06,+1.064920E-05,-1.497702E-06,-9.936860E+01,-1.397235E-01
+1.129150E+06,+1.117153E-05,-1.134271E-06,-9.899320E+01,-1.011855E-01
+1.132965E+06,+1.202965E-05,-2.003410E-06,-9.827613E+01,-1.650248E-01
+1.136780E+06,+1.242211E-05,-2.011939E-06,-9.800363E+01,-1.605699E-01
+1.140594E+06,+1.282380E-05,-2.529189E-06,-9.767394E+01,-1.947270E-01
+1.144409E+06,+1.290237E-05,-5.912189E-07,-9.777750E+01,-4.579047E-02
+1.148224E+06,+1.335522E-05,-3.035998E-06,-9.726815E+01,-2.235278E-01
+1.152039E+06,+1.371556E-05,+6.275439E-07,-9.724664E+01,+4.572226E-02
+1.155853E+06,+1.518285E-05,+2.769379E-06,-9.623080E+01,+1.804184E-01
+1.159668E+06,+1.645055E-05,-8.598625E-06,-9.462739E+01,-4.816385E-01
+1.163483E+06,+1.814169E-05,+3.039578E-06,-9.470621E+01,+1.660047E-01
+1.167297E+06,+1.888665E-05,+1.821268E-06,-9.443671E+01,+9.613427E-02
+1.171112E+06,+2.179684E-05,-4.343643E-07,-9.323040E+01,-1.992521E-02
+1.174927E+06,+2.775260E-05,+5.589831E-06,-9.096122E+01,+1.987572E-01
+1.178741E+06,+3.186866E-05,-1.030687E-05,-8.950068E+01,-3.127995E-01
+1.182556E+06,+3.760269E-05,+1.340235E-06,-8.849010E+01,+3.562692E-02
+1.186371E+06,+3.788123E-05,+1.956263E-06,-8.841995E+01,+5.159617E-02
+1.190186E+06,+3.757477E-05,+2.677968E-06,-8.848007E+01,+7.115008E-02
+1.194000E+06,+3.664575E-05,-4.725504E-07,-8.871880E+01,-1.289438E-02
+1.197815E+06,+4.055152E-05,-8.098185E-06,-8.767002E+01,-1.971082E-01
+1.201630E+06,+5.081134E-05,+5.922190E-06,-8.582219E+01,+1.160290E-01
+1.205444E+06,+6.112914E-05,+7.515984E-06,-8.420987E+01,+1.223385E-01
+1.209259E+06,+8.497658E-05,-5.525920E-06,-8.139569E+01,-6.493731E-02
+1.213074E+06,+1.359827E-04,+1.178411E-05,-7.729784E+01,+8.644295E-02
+1.216888E+06,+1.523325E-04,-2.993761E-06,-7.634247E+01,-1.965027E-02
+1.220703E+06,+9.522076E-05,+1.350610E-05,-8.033886E+01,+1.409000E-01
+1.224518E+06,+6.293035E-05,+4.997114E-06,-8.399550E+01,+7.924079E-02
+1.228333E+06,+5.515026E-05,+3.114628E-06,-8.515522E+01,+5.641539E-02
+1.232147E+06,+4.613721E-05,-1.315655E-05,-8.637944E+01,-2.777883E-01
+1.235962E+06,+4.020590E-05,-7.041104E-06,-8.778301E+01,-1.733680E-01
+1.239777E+06,+3.502849E-05,+8.623024E-06,-8.885606E+01,+2.413724E-01
+1.243591E+06,+2.965840E-05,-9.110017E-06,-9.016548E+01,-2.980170E-01
+1.247406E+06,+2.793986E-05,+6.166413E-06,-9.086896E+01,+2.172208E-01
+1.251221E+06,+2.948475E-05,-2.998239E-06,-9.056337E+01,-1.013394E-01
+1.255035E+06,+2.588737E-05,+1.326969E-06,-9.172684E+01,+5.121452E-02
+1.258850E+06,+2.329580E-05,+2.664103E-06,-9.259802E+01,+1.138652E-01
+1.262665E+06,+2.279143E-05,-2.167692E-06,-9.280546E+01,-9.482471E-02
+1.266479E+06,+2.091105E-05,+7.253348E-07,-9.358726E+01,+3.467277E-02
+1.270294E+06,+2.046404E-05,+2.329644E-06,-9.372425E+01,+1.133529E-01
+1.274109E+06,+1.848873E-05,-1.477684E-06,-9.463420E+01,-7.975395E-02
+1.277924E+06,+1.749707E-05,-1.980720E-07,-9.514014E+01,-1.131981E-02
+1.281738E+06,+1.778218E-05,-3.107307E-06,-9.486967E+01,-1.729960E-01
+1.285553E+06,+1.739826E-05,+2.449794E-06,-9.510462E+01,+1.398872E-01
+1.289368E+06,+1.753659E-05,+3.785261E-07,-9.511908E+01,+2.158159E-02
+1.293182E+06,+1.728021E-05,+6.106703E-07,-9.524360E+01,+3.532458E-02
+1.296997E+06,+1.654708E-05,-1.688384E-06,-9.558059E+01,-1.016833E-01
+1.300812E+06,+1.606980E-05,-5.143403E-06,-9.545623E+01,-3.097631E-01
+1.304626E+06,+1.607312E-05,+2.437105E-06,-9.577928E+01,+1.504800E-01
+1.308441E+06,+1.541501E-05,+5.289184E-06,-9.575775E+01,+3.305316E-01
+1.312256E+06,+1.790282E-05,-1.466902E-06,-9.491251E+01,-8.175431E-02
+1.316071E+06,+1.856271E-05,-5.093982E-07,-9.462390E+01,-2.743513E-02
+1.319885E+06,+1.837944E-05,+1.543358E-06,-9.468284E+01,+8.377542E-02
+1.323700E+06,+1.745833E-05,+4.092350E-06,-9.492764E+01,+2.302497E-01
+1.327515E+06,+1.930077E-05,-1.450552E-06,-9.426405E+01,-7.501410E-02
+1.331329E+06,+1.889838E-05,-3.671866E-06,-9.431058E+01,-1.919043E-01
+1.335144E+06,+1.882527E-05,-1.688825E-06,-9.447037E+01,-8.947101E-02
+1.338959E+06,+2.092111E-05,+1.738184E-06,-9.355843E+01,+8.289239E-02
+1.342773E+06,+2.384266E-05,-4.811831E-06,-9.227953E+01,-1.991411E-01
+1.346588E+06,+2.403247E-05,+3.429387E-06,-9.229649E+01,+1.417411E-01
+1.350403E+06,+2.484222E-05,-7.900829E-06,-9.167773E+01,-3.079243E-01
+1.354218E+06,+2.977755E-05,+1.574839E-06,-9.051009E+01,+5.283756E-02
+1.358032E+06,+3.389593E-05,-5.345576E-07,-8.939597E+01,-1.576925E-02
+1.361847E+06,+4.084163E-05,-3.889475E-07,-8.777754E+01,-9.523022E-03
+1.365662E+06,+5.562281E-05,+1.187115E-05,-8.490150E+01,+2.102676E-01
+1.369476E+06,+6.131078E-05,-1.595763E-05,-8.396460E+01,-2.546252E-01
+1.373291E+06,+5.087418E-05,+6.083709E-06,-8.580839E+01,+1.190182E-01
+1.377106E+06,+3.192323E-05,-1.355122E-05,-8.919833E+01,-4.014421E-01
+1.380920E+06,+3.211583E-05,-2.242952E-06,-8.984448E+01,-6.972622E-02
+1.384735E+06,+3.221503E-05,+2.556882E-06,-8.981155E+01,+7.920319E-02
+1.388550E+06,+2.850162E-05,+6.351692E-06,-9.069211E+01,+2.192706E-01
+1.392365E+06,+2.783712E-05,-1.401920E-06,-9.109651E+01,-5.031904E-02
+1.396179E+06,+2.641390E-05,+1.938574E-06,-9.154002E+01,+7.326085E-02
+1.399994E+06,+2.467010E-05,+2.792892E-06,-9.210127E+01,+1.127297E-01
+1.403809E+06,+2.386925E-05,-3.740505E-06,-9.233786E+01,-1.554439E-01
+1.407623E+06,+2.276675E-05,-1.640787E-07,-9.285375E+01,-7.206820E-03
+1.411438E+06,+2.097946E-05,+6.801446E-06,-9.313009E+01,+3.135041E-01
+1.415253E+06,+2.128882E-05,+6.177358E-07,-9.343331E+01,+2.900878E-02
+1.419067E+06,+2.042616E-05,+3.135676E-06,-9.369511E+01,+1.523236E-01
+1.422882E+06,+2.300510E-05,-3.100886E-06,-9.268532E+01,-1.339837E-01
+1.426697E+06,+2.306284E-05,+1.191808E-06,-9.273016E+01,+5.163062E-02
+1.430511E+06,+2.243755E-05,-4.010735E-06,-9.284389E+01,-1.768829E-01
+1.434326E+06,+2.319661E-05,-3.779454E-06,-9.257772E+01,-1.615121E-01
+1.438141E+06,+2.377151E-05,+1.128996E-06,-9.246908E+01,+4.745802E-02
+1.441956E+06,+2.384433E-05,+1.432804E-06,-9.243665E+01,+6.001775E-02
+1.445770E+06,+2.421668E-05,+4.849139E-06,-9.214697E+01,+1.976260E-01
+1.449585E+06,+2.564855E-05,-2.103271E-06,-9.178963E+01,-8.182041E-02
+1.453400E+06,+2.596554E-05,-1.064252E-06,-9.170477E+01,-4.096417E-02
+1.457214E+06,+2.697637E-05,+4.541108E-06,-9.125897E+01,+1.667730E-01
+1.461029E+06,+3.058242E-05,+1.053084E-07,-9.029051E+01,+3.443416E-03
+1.464844E+06,+3.099182E-05,-4.324950E-06,-9.009129E+01,-1.386559E-01
+1.468658E+06,+3.352501E-05,+2.588863E-06,-8.946680E+01,+7.706890E-02
+1.472473E+06,+3.836148E-05,+3.476145E-06,-8.828658E+01,+9.036872E-02
+1.476288E+06,+4.187790E-05,+1.196658E-05,-8.721942E+01,+2.783320E-01
+1.480103E+06,+4.571926E-05,+3.201249E-06,-8.677678E+01,+6.990561E-02
+1.483917E+06,+4.600686E-05,-9.456019E-06,-8.656385E+01,-2.027120E-01
+1.487732E+06,+4.357010E-05,-3.901759E-06,-8.718154E+01,-8.931306E-02
+1.491547E+06,+4.461997E-05,+1.185020E-05,-8.671342E+01,+2.595881E-01
+1.495361E+06,+4.966374E-05,-8.676051E-06,-8.594865E+01,-1.729506E-01
+1.499176E+06,+5.145042E-05,+9.646050E-06,-8.562219E+01,+1.853310E-01
+1.502991E+06,+6.215702E-05,+4.048445E-07,-8.413001E+01,+6.513162E-03
+1.506805E+06,+7.204003E-05,-1.268168E-06,-8.284718E+01,-1.760184E-02
+1.510620E+06,+8.490261E-05,+5.554339E-06,-8.140303E+01,+6.532703E-02
+1.514435E+06,+1.178717E-04,+2.330068E-06,-7.857011E+01,+1.976527E-02
+1.518250E+06,+1.517799E-04,-4.188951E-06,-7.637241E+01,-2.759185E-02
+1.522064E+06,+1.369324E-04,+8.828656E-06,-7.725185E+01,+6.438543E-02
+1.525879E+06,+8.858893E-05,+2.231443E-05,-8.078525E+01,+2.467542E-01
+1.529694E+06,+7.664628E-05,+8.438727E-06,-8.225785E+01,+1.096580E-01
+1.533508E+06,+6.780639E-05,-1.789005E-06,-8.337157E+01,-2.637790E-02
+1.537323E+06,+5.920501E-05,-2.297183E-06,-8.454630E+01,-3.878103E-02
+1.541138E+06,+5.122875E-05,+1.289206E-05,-8.554304E+01,+2.465374E-01
+1.544952E+06,+4.660492E-05,-5.014371E-06,-8.658138E+01,-1.071809E-01
+1.548767E+06,+3.989349E-05,+5.921385E-07,-8.798100E+01,+1.484190E-02
+1.552582E+06,+3.731525E-05,+5.536957E-06,-8.846769E+01,+1.473084E-01
+1.556396E+06,+3.875964E-05,+8.566846E-08,-8.823238E+01,+2.210245E-03
+1.560211E+06,+3.466246E-05,-2.522240E-07,-8.920258E+01,-7.276446E-03
+1.564026E+06,+3.178657E-05,+3.428052E-06,-8.990491E+01,+1.074307E-01
+1.567841E+06,+3.053542E-05,+7.561763E-07,-9.030126E+01,+2.475885E-02
+1.571655E+06,+2.804158E-05,-3.787284E-06,-9.096545E+01,-1.342472E-01
+1.575470E+06,+2.702434E-05,+8.784946E-07,-9.136031E+01,+3.249608E-02
+1.579285E+06,+2.433004E-05,-3.696203E-06,-9.217805E+01,-1.507665E-01
+1.583099E+06,+2.380714E-05,+6.143317E-08,-9.246583E+01,+2.580445E-03
+1.586914E+06,+2.360996E-05,-3.893004E-06,-9.242159E+01,-1.634178E-01
+1.590729E+06,+2.460958E-05,+1.389245E-08,-9.217792E+01,+5.645137E-04
+1.594543E+06,+2.401580E-05,+1.382969E-06,-9.237568E+01,+5.752228E-02
+1.598358E+06,+2.213198E-05,-1.503718E-06,-9.307959E+01,-6.783895E-02
+1.602173E+06,+2.291859E-05,+2.964445E-06,-9.272418E+01,+1.286325E-01
+1.605988E+06,+2.304070E-05,-4.764984E-06,-9.256821E+01,-2.039324E-01
+1.609802E+06,+2.323850E-05,+9.297515E-07,-9.266889E+01,+3.998777E-02
+1.613617E+06,+2.405321E-05,+3.855835E-06,-9.226635E+01,+1.589520E-01
+1.617432E+06,+2.558784E-05,-1.398751E-06,-9.182637E+01,-5.461034E-02
+1.621246E+06,+2.487249E-05,-3.674190E-06,-9.199187E+01,-1.466604E-01
+1.625061E+06,+2.455332E-05,+8.911048E-07,-9.219208E+01,+3.627672E-02
+1.628876E+06,+2.516412E-05,+5.004601E-06,-9.181590E+01,+1.963169E-01
+1.632690E+06,+2.668272E-05,-4.197117E-06,-9.136925E+01,-1.560188E-01
+1.636505E+06,+2.650076E-05,-8.703955E-07,-9.153015E+01,-3.283237E-02
+1.640320E+06,+2.767315E-05,-3.942966E-07,-9.115794E+01,-1.424738E-02
+1.644135E+06,+2.987518E-05,-2.244480E-06,-9.046935E+01,-7.498770E-02
+1.647949E+06,+3.350994E-05,-3.218345E-06,-8.945665E+01,-9.574784E-02
+1.651764E+06,+3.287017E-05,+6.017531E-07,-8.966251E+01,+1.830492E-02
+1.655579E+06,+3.397651E-05,-8.909412E-06,-8.908762E+01,-2.564489E-01
+1.659393E+06,+3.942973E-05,+8.862627E-06,-8.786948E+01,+2.210957E-01
+1.663208E+06,+4.566939E-05,+6.354101E-07,-8.680666E+01,+1.391236E-02
+1.667023E+06,+5.404221E-05,-1.003896E-05,-8.519801E+01,-1.836679E-01
+1.670837E+06,+6.659638E-05,-8.299387E-06,-8.346406E+01,-1.239830E-01
+1.674652E+06,+6.486529E-05,-1.069795E-05,-8.364320E+01,-1.634543E-01
+1.678467E+06,+5.095611E-05,-1.384691E-05,-8.554666E+01,-2.653347E-01
+1.682281E+06,+4.171360E-05,+6.042573E-06,-8.750426E+01,+1.438579E-01
+1.686096E+06,+4.044514E-05,-8.658002E-06,-8.766808E+01,-2.108850E-01
+1.689911E+06,+3.938865E-05,-2.475732E-06,-8.807545E+01,-6.277137E-02
+1.693726E+06,+3.585975E-05,+8.569625E-07,-8.890538E+01,+2.389307E-02
+1.697540E+06,+3.441911E-05,+5.345645E-07,-8.926296E+01,+1.552979E-02
+1.701355E+06,+3.162124E-05,-7.070145E-06,-8.978857E+01,-2.199705E-01
+1.705170E+06,+3.171750E-05,-5.505584E-07,-8.997272E+01,-1.735645E-02
+1.708984E+06,+2.888670E-05,+5.955764E-06,-9.060524E+01,+2.033275E-01
+1.712799E+06,+2.871367E-05,-4.618240E-06,-9.072731E+01,-1.594719E-01
+1.716614E+06,+2.890122E-05,-1.476660E-06,-9.077036E+01,-5.104895E-02
+1.720428E+06,+2.711828E-05,+3.028629E-06,-9.128092E+01,+1.112213E-01
+1.724243E+06,+2.676193E-05,-2.418844E-06,-9.141431E+01,-9.013885E-02
+1.728058E+06,+2.966041E-05,-1.902081E-06,-9.053864E+01,-6.404094E-02
+1.731873E+06,+2.768653E-05,-8.464624E-06,-9.076656E+01,-2.967061E-01
+1.735687E+06,+2.682068E-05,+6.549581E-06,-9.117905E+01,+2.395114E-01
+1.739502E+06,+2.904105E-05,-4.397699E-06,-9.064129E+01,-1.502886E-01
+1.743317E+06,+2.903617E-05,-2.286150E-07,-9.074094E+01,-7.873292E-03
+1.747131E+06,+3.063965E-05,+2.032736E-06,-9.025525E+01,+6.624625E-02
+1.750946E+06,+3.050187E-05,-4.636007E-06,-9.021429E+01,-1.508365E-01
+1.754761E+06,+3.082298E-05,-6.668336E-06,-9.002386E+01,-2.130595E-01
+1.758575E+06,+3.113510E-05,+9.556216E-06,-8.974401E+01,+2.978001E-01
+1.762390E+06,+3.269683E-05,-4.941538E-06,-8.961181E+01,-1.499969E-01
+1.766205E+06,+3.702860E-05,-5.816482E-07,-8.862818E+01,-1.570679E-02
+1.770020E+06,+3.948123E-05,-8.165427E-06,-8.789029E+01,-2.039426E-01
+1.773834E+06,+3.877406E-05,-4.056932E-06,-8.818189E+01,-1.042507E-01
+1.777649E+06,+4.138069E-05,+1.088711E-05,-8.737337E+01,+2.572661E-01
+1.781464E+06,+4.192104E-05,-2.145905E-06,-8.753999E+01,-5.114457E-02
+1.785278E+06,+4.100373E-05,+4.216191E-06,-8.769785E+01,+1.024645E-01
+1.789093E+06,+4.323680E-05,-5.117156E-07,-8.728232E+01,-1.183463E-02
+1.792908E+06,+4.351095E-05,+8.854111E-06,-8.705182E+01,+2.007506E-01
+1.796722E+06,+4.661944E-05,-1.023168E-06,-8.662656E+01,-2.194371E-02
+1.800537E+06,+4.946169E-05,-7.506919E-06,-8.601572E+01,-1.506229E-01
+1.804352E+06,+5.467576E-05,-1.194594E-05,-8.504158E+01,-2.151066E-01
+1.808167E+06,+6.080939E-05,-7.350611E-07,-8.431995E+01,-1.208737E-02
+1.811981E+06,+6.690511E-05,-1.793727E-05,-8.318936E+01,-2.619403E-01
+1.815796E+06,+8.013476E-05,+1.196571E-05,-8.182781E+01,+1.482247E-01
+1.819611E+06,+1.011672E-04,-1.895631E-05,-7.974934E+01,-1.852283E-01
+1.823425E+06,+1.099353E-04,+1.163354E-06,-7.917677E+01,+1.058177E-02
+1.827240E+06,+9.026338E-05,-1.582239E-05,-8.075833E+01,-1.735283E-01
+1.831055E+06,+7.077484E-05,+3.840447E-06,-8.298965E+01,+5.420973E-02
+1.834869E+06,+6.354284E-05,+2.049401E-06,-8.393415E+01,+3.224110E-02
+1.838684E+06,+5.859780E-05,-7.522825E-07,-8.464165E+01,-1.283736E-02
+1.842499E+06,+5.231566E-05,+3.085071E-07,-8.562721E+01,+5.896962E-03
+1.846313E+06,+4.723774E-05,+3.698391E-06,-8.648768E+01,+7.813375E-02
+1.850128E+06,+4.126467E-05,-1.042888E-06,-8.768566E+01,-2.526776E-02
+1.853943E+06,+3.513042E-05,-6.227700E-06,-8.895195E+01,-1.754510E-01
+1.857758E+06,+3.477712E-05,+9.321587E-06,-8.887281E+01,+2.618822E-01
+1.861572E+06,+3.556373E-05,-3.222633E-06,-8.894434E+01,-9.036889E-02
+1.865387E+06,+3.153604E-05,+8.175411E-06,-8.974138E+01,+2.536562E-01
+1.869202E+06,+2.999063E-05,+1.274312E-07,-9.046021E+01,+4.249009E-03
+1.873016E+06,+2.847680E-05,+8.128168E-07,-9.090664E+01,+2.853538E-02
+1.876831E+06,+2.671698E-05,+2.271158E-06,-9.143298E+01,+8.480415E-02
+1.880646E+06,+2.334408E-05,+5.172411E-06,-9.242832E+01,+2.180499E-01
+1.884460E+06,+2.348832E-05,-7.373353E-07,-9.257868E+01,-3.138127E-02
+1.888275E+06,+2.345587E-05,+9.636999E-07,-9.258765E+01,+4.106256E-02
+1.892090E+06,+2.222404E-05,+8.288512E-07,-9.305750E+01,+3.727799E-02
+1.895905E+06,+2.206088E-05,+4.023021E-06,-9.298547E+01,+1.803779E-01
+1.899719E+06,+2.103490E-05,-5.428354E-07,-9.353830E+01,-2.580069E-02
+1.903534E+06,+1.975607E-05,-4.639609E-06,-9.385284E+01,-2.306648E-01
+1.907349E+06,+2.114074E-05,+5.556276E-06,-9.320751E+01,+2.570107E-01
+1.911163E+06,+2.312248E-05,+1.862374E-06,-9.269123E+01,+8.037038E-02
+1.914978E+06,+2.063862E-05,-8.260775E-06,-9.306104E+01,-3.807289E-01
+1.918793E+06,+2.318041E-05,+8.433794E-07,-9.269183E+01,+3.636725E-02
+1.922607E+06,+2.368622E-05,+3.648832E-06,-9.240823E+01,+1.528472E-01
+1.926422E+06,+2.191979E-05,+2.034172E-06,-9.314603E+01,+9.253570E-02
+1.930237E+06,+2.261877E-05,+1.723354E-06,-9.288548E+01,+7.604441E-02
+1.934052E+06,+2.350506E-05,-3.490260E-06,-9.248206E+01,-1.474126E-01
+1.937866E+06,+2.454017E-05,+1.644230E-06,-9.218300E+01,+6.690159E-02
+1.941681E+06,+2.445239E-05,+2.321609E-06,-9.219460E+01,+9.466030E-02
+1.945496E+06,+2.569092E-05,-8.196194E-07,-9.179999E+01,-3.189225E-02
+1.949310E+06,+2.609545E-05,+5.926630E-06,-9.145028E+01,+2.233253E-01
+1.953125E+06,+2.833019E-05,-1.092813E-06,-9.094855E+01,-3.855503E-02
+1.956940E+06,+2.870492E-05,-9.876850E-07,-9.083573E+01,-3.439464E-02
+1.960754E+06,+3.184724E-05,-9.735537E-07,-8.993451E+01,-3.055997E-02
+1.964569E+06,+3.557657E-05,-1.041027E-07,-8.897668E+01,-2.926150E-03
+1.968384E+06,+3.732671E-05,+4.445843E-06,-8.849843E+01,+1.185478E-01
+1.972198E+06,+4.431451E-05,+6.000844E-06,-8.699017E+01,+1.345962E-01
+1.976013E+06,+4.800743E-05,-6.970629E-06,-8.628322E+01,-1.441913E-01
+1.979828E+06,+4.492895E-05,+9.195817E-06,-8.677125E+01,+2.018863E-01
+1.983643E+06,+3.544977E-05,-6.446757E-06,-8.886642E+01,-1.798902E-01
+1.987457E+06,+3.269873E-05,-2.881314E-06,-8.967579E+01,-8.789001E-02
+1.991272E+06,+3.289384E-05,-5.808564E-06,-8.952435E+01,-1.747833E-01
+1.995087E+06,+3.013641E-05,-2.426652E-07,-9.041789E+01,-8.052053E-03
+1.998901E+06,+2.833531E-05,+3.528515E-06,-9.088661E+01,+1.238893E-01
+2.002716E+06,+2.618232E-05,+6.017239E-06,-9.141631E+01,+2.258981E-01
+2.006531E+06,+2.435845E-05,+1.380935E-06,-9.225307E+01,+5.663162E-02
+2.010345E+06,+2.496872E-05,-1.946566E-06,-9.202576E+01,-7.780281E-02
+2.014160E+06,+2.301373E-05,+2.936131E-06,-9.269014E+01,+1.268961E-01
+2.017975E+06,+2.305282E-05,-1.990107E-06,-9.271327E+01,-8.611465E-02
+2.021790E+06,+2.128734E-05,+3.543329E-06,-9.331888E+01,+1.649402E-01
+2.025604E+06,+2.001926E-05,-4.478934E-06,-9.375892E+01,-2.201065E-01
+2.029419E+06,+2.131209E-05,-9.353683E-07,-9.341912E+01,-4.386095E-02
+2.033234E+06,+2.217720E-05,+4.303147E-06,-9.292136E+01,+1.916532E-01
+2.037048E+06,+2.071524E-05,-3.298629E-06,-9.356545E+01,-1.579110E-01
+2.040863E+06,+2.119536E-05,-1.029590E-06,-9.346495E+01,-4.853806E-02
+2.044678E+06,+2.245356E-05,+1.818366E-06,-9.294591E+01,+8.080709E-02
+2.048492E+06,+2.155037E-05,-2.223137E-07,-9.333044E+01,-1.031564E-02
+2.052307E+06,+2.180890E-05,+3.101750E-06,-9.314036E+01,+1.412766E-01
+2.056122E+06,+2.163860E-05,-1.020908E-06,-9.328576E+01,-4.714498E-02
+2.059937E+06,+2.125355E-05,+4.413548E-06,-9.326801E+01,+2.047516E-01
+2.063751E+06,+2.223206E-05,+2.194276E-06,-9.301830E+01,+9.838013E-02
+2.067566E+06,+2.381481E-05,-3.261097E-06,-9.238238E+01,-1.360893E-01
+2.071381E+06,+2.350369E-05,+3.686207E-06,-9.247175E+01,+1.555680E-01
+2.075195E+06,+2.321758E-05,+2.460053E-07,-9.268317E+01,+1.059525E-02
+2.079010E+06,+2.357814E-05,-2.236217E-06,-9.251092E+01,-9.455998E-02
+2.082825E+06,+2.459261E-05,+6.858123E-07,-9.218053E+01,+2.787971E-02
+2.086639E+06,+2.364720E-05,-2.232762E-06,-9.248586E+01,-9.414063E-02
+2.090454E+06,+2.497579E-05,-1.499992E-06,-9.203398E+01,-5.998579E-02
+2.094269E+06,+2.619277E-05,-1.554262E-07,-9.163622E+01,-5.933866E-03
+2.098083E+06,+2.532759E-05,-5.819780E-06,-9.170467E+01,-2.258597E-01
+2.101898E+06,+2.647698E-05,-6.901906E-06,-9.125711E+01,-2.550009E-01
+2.105713E+06,+2.963627E-05,+3.532399E-06,-9.050227E+01,+1.186321E-01
+2.109528E+06,+3.193394E-05,-2.830530E-07,-8.991461E+01,-8.863471E-03
+2.113342E+06,+3.324515E-05,-3.120101E-06,-8.952735E+01,-9.357724E-02
+2.117157E+06,+3.806112E-05,-4.035330E-06,-8.834182E+01,-1.056278E-01
+2.120972E+06,+4.204518E-05,+7.379724E-06,-8.739391E+01,+1.737491E-01
+2.124786E+06,+4.891343E-05,-1.476554E-06,-8.620748E+01,-3.017793E-02
+2.128601E+06,+4.618675E-05,+6.155771E-06,-8.663319E+01,+1.324992E-01
+2.132416E+06,+3.858127E-05,-3.506146E-06,-8.823675E+01,-9.062795E-02
+2.136230E+06,+3.327349E-05,+1.226635E-06,-8.955213E+01,+3.684855E-02
+2.140045E+06,+3.150375E-05,+4.491379E-07,-9.003187E+01,+1.425568E-02
+2.143860E+06,+2.944563E-05,+4.145678E-06,-9.053434E+01,+1.398716E-01
+2.147675E+06,+2.551844E-05,-5.292736E-06,-9.168000E+01,-2.045087E-01
+2.151489E+06,+2.426869E-05,+1.632351E-06,-9.227947E+01,+6.716043E-02
+2.155304E+06,+2.081122E-05,-6.486787E-07,-9.362984E+01,-3.115958E-02
+2.159119E+06,+2.015042E-05,-8.770090E-07,-9.390610E+01,-4.349566E-02
+2.162933E+06,+2.003400E-05,-8.943132E-07,-9.395600E+01,-4.461015E-02
+2.166748E+06,+1.886563E-05,-5.483600E-07,-9.448290E+01,-2.905843E-02
+2.170563E+06,+1.756012E-05,+2.554974E-07,-9.510854E+01,+1.454884E-02
+2.174377E+06,+1.642003E-05,+1.736462E-06,-9.564422E+01,+1.053611E-01
+2.178192E+06,+1.542038E-05,-6.572153E-07,-9.623022E+01,-4.259413E-02
+2.182007E+06,+1.438899E-05,+1.388807E-06,-9.679913E+01,+9.622071E-02
+2.185822E+06,+1.339880E-05,+2.082889E-07,-9.745763E+01,+1.554408E-02
+2.189636E+06,+1.318822E-05,+2.375981E-07,-9.759487E+01,+1.801399E-02
+2.193451E+06,+1.294953E-05,-2.270895E-06,-9.762337E+01,-1.735998E-01
+2.197266E+06,+1.232954E-05,+1.100775E-06,-9.814658E+01,+8.904340E-02
+2.201080E+06,+1.205998E-05,-1.155583E-06,-9.833337E+01,-9.552800E-02
+2.204895E+06,+1.123539E-05,-3.981617E-07,-9.898278E+01,-3.542333E-02
+2.208710E+06,+1.163056E-05,-1.757031E-06,-9.858998E+01,-1.499364E-01
+2.212524E+06,+1.184838E-05,+2.408501E-07,-9.852502E+01,+2.032489E-02
+2.216339E+06,+1.260529E-05,+1.664777E-06,-9.791385E+01,+1.313098E-01
+2.220154E+06,+1.282454E-05,+6.407517E-07,-9.782834E+01,+4.992142E-02
+2.223969E+06,+1.232034E-05,+1.101531E-06,-9.815296E+01,+8.917038E-02
+2.227783E+06,+1.256659E-05,-1.893897E-06,-9.791811E+01,-1.495832E-01
+2.231598E+06,+1.187771E-05,+4.077796E-07,-9.850023E+01,+3.431802E-02
+2.235413E+06,+1.233224E-05,-1.294459E-06,-9.813157E+01,-1.045825E-01
+2.239227E+06,+1.206098E-05,-2.200492E-06,-9.823014E+01,-1.804623E-01
+2.243042E+06,+1.278962E-05,-5.126733E-07,-9.785587E+01,-4.006365E-02
+2.246857E+06,+1.279553E-05,+8.218428E-07,-9.784096E+01,+6.414080E-02
+2.250671E+06,+1.236941E-05,-2.677703E-06,-9.795412E+01,-2.131882E-01
+2.254486E+06,+1.362298E-05,-2.186990E-06,-9.720405E+01,-1.591786E-01
